"token","layer","documented","type","nameZh","nameEn","descriptionZh","descriptionEn","defaultValue","darkValue","compactValue","darkCompactValue","sourceUrl"
"yellow-8","runtime-computed","false","string","","","","","#ad8b00","#f3ea62","#ad8b00","#f3ea62","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-9","runtime-computed","false","string","","","","","#876800","#f8f48b","#876800","#f8f48b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow1","runtime-computed","false","string","","","","","#feffe6","#2b2611","#feffe6","#2b2611","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow10","runtime-computed","false","string","","","","","#614700","#fafab5","#614700","#fafab5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow2","runtime-computed","false","string","","","","","#ffffb8","#443b11","#ffffb8","#443b11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow3","runtime-computed","false","string","","","","","#fffb8f","#595014","#fffb8f","#595014","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow4","runtime-computed","false","string","","","","","#fff566","#7c6e14","#fff566","#7c6e14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow5","runtime-computed","false","string","","","","","#ffec3d","#aa9514","#ffec3d","#aa9514","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow6","runtime-computed","false","string","","","","","#fadb14","#d8bd14","#fadb14","#d8bd14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow7","runtime-computed","false","string","","","","","#d4b106","#e8d639","#d4b106","#e8d639","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow8","runtime-computed","false","string","","","","","#ad8b00","#f3ea62","#ad8b00","#f3ea62","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow9","runtime-computed","false","string","","","","","#876800","#f8f48b","#876800","#f8f48b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellowActive","runtime-computed","false","string","","","","","#d4b106","#e8d639","#d4b106","#e8d639","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellowHover","runtime-computed","false","string","","","","","#ffec3d","#aa9514","#ffec3d","#aa9514","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"zIndexBase","seed","true","number","基础 zIndex","Base zIndex","所有组件的基础 Z 轴值，用于一些悬浮类的组件的可以基于该值 Z 轴控制层级，例如 BackTop、 Affix 等","The base Z axis value of all components, which can be used to control the level of some floating components based on the Z axis value, such as BackTop, Affix, etc.","0","0","0","0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"zIndexPopupBase","seed","true","number","浮层基础 zIndex","popup base zIndex","浮层类组件的基础 Z 轴值，用于一些悬浮类的组件的可以基于该值 Z 轴控制层级，例如 FloatButton、 Affix、Modal 等","Base zIndex of component like FloatButton, Affix which can be cover by large popup","1000","1000","1000","1000","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
